prod_ai,group,target_role,pt,a,b,c,d,expected,n_drug,n_event,N,prr,ror,ror_ci_lower,ror_ci_upper,chi2,pval,pval_adj,fdr_sig,ebgm,eb05,eb95,ic,ic025,criteria_met,is_signal,signal_strength
amlodipine,negative_control,neg,5-HYDROXYINDOLACETIC ACID INCREASED,5,5747,4,1403531,0.036733468768249476,5752,9,1409287,298.1806,298.465,85.8435,1037.7183,544.5311,1.948553896869778e-120,2.4213285576098758e-119,True,40.0041,18.3398,78.3575,3.3572,2.0926,4,True,Strong
amlodipine,negative_control,neg,ABDOMINAL DISCOMFORT,64,5688,13221,1390314,54.22268139846603,5752,13285,1409287,1.1902,1.1923,0.9323,1.5249,1.609,0.20463372487024958,0.2713853121593402,False,1.1792,0.956,1.4418,0.2372,-0.1163,0,False,None
amlodipine,negative_control,neg,ABDOMINAL DISTENSION,65,5687,7636,1395899,31.431604776032135,5752,7701,1409287,2.0926,2.1051,1.6483,2.6885,35.1249,3.0921528299874425e-09,8.992360852191399e-09,True,2.0636,1.6758,2.5192,1.0365,0.6858,3,False,None
amlodipine,negative_control,neg,ABDOMINAL PAIN,119,5633,15985,1387550,65.72842011598773,5752,16104,1409287,1.8238,1.8412,1.5351,2.2085,43.0343,5.378925392400493e-11,1.7087906426428445e-10,True,1.8087,1.552,2.0979,0.8515,0.5923,2,False,None
amlodipine,negative_control,neg,ABDOMINAL PAIN LOWER,7,5745,1516,1402019,6.216119214893773,5752,1523,1409287,1.2066,1.2068,0.5886,2.4742,0.013,0.9091140302824122,0.9641524264211663,False,1.1184,0.5809,1.9916,0.1593,-0.9095,0,False,None
amlodipine,negative_control,neg,ABDOMINAL PAIN UPPER,77,5675,14337,1389198,58.83069098061644,5752,14414,1409287,1.3187,1.3231,1.0568,1.6565,5.3836,0.020326404471999397,0.03293578665956181,True,1.3076,1.0803,1.5712,0.3854,0.0632,2,False,None
amlodipine,negative_control,neg,ABNORMAL FAECES,4,5748,749,1402786,3.0733668869435395,5752,753,1409287,1.4648,1.4651,0.5798,3.7026,0.0595,0.8072909958044536,0.8751684689192776,False,1.2825,0.5345,2.695,0.3326,-1.0812,0,False,None
amlodipine,negative_control,neg,ABNORMAL LOSS OF WEIGHT,7,5745,317,1403218,1.322404875656981,5752,324,1409287,5.763,5.7692,2.7954,11.9066,20.3595,6.41726286892607e-06,1.527673132935112e-05,True,4.9944,2.594,8.8939,2.041,0.9723,3,False,None
amlodipine,negative_control,neg,ABORTION SPONTANEOUS,5,5747,2176,1401359,8.90174393150579,5752,2181,1409287,0.6165,0.6161,0.2667,1.4232,1.3073,0.25288315406491935,0.32788559444950427,False,0.5622,0.2577,1.1011,-0.7735,-2.0381,0,False,None
amlodipine,negative_control,neg,ACCIDENT,4,5748,1058,1402477,4.334549314653438,5752,1062,1409287,1.0372,1.0372,0.4108,2.619,0.0,1.0,1.0,False,0.9169,0.3821,1.9267,-0.1035,-1.5173,0,False,None
amlodipine,negative_control,neg,ACCIDENT AT WORK,3,5749,157,1403378,0.6530394447688795,5752,160,1409287,5.4215,5.4242,1.8801,15.6492,5.2457,0.022001398037094548,0.035474488527234865,True,4.1201,1.4936,9.5616,1.6019,-0.0307,2,False,None
amlodipine,negative_control,neg,ACCIDENTAL EXPOSURE TO PRODUCT,15,5737,15074,1388461,61.58570113823515,5752,15089,1409287,0.2509,0.2488,0.1511,0.4097,35.0029,3.2921914617810525e-09,9.566553203559992e-09,True,0.244,0.1569,0.3656,-2.002,-2.7321,0,False,None
amlodipine,negative_control,neg,ACCIDENTAL OVERDOSE,26,5726,2336,1401199,9.640494803400586,5752,2362,1409287,2.767,2.7752,1.8907,4.0735,26.2413,3.01315831335109e-07,7.805424152077377e-07,True,2.677,1.9195,3.6537,1.3859,0.8313,3,False,None
amlodipine,negative_control,neg,ACNE,15,5737,3958,1399577,16.215785712917242,5752,3973,1409287,0.9553,0.9552,0.5796,1.574,0.0318,0.858434552550665,0.919662234901388,False,0.923,0.5935,1.3829,-0.1089,-0.839,0,False,None
amlodipine,negative_control,neg,ACQUIRED HAEMOPHILIA,11,5741,68,1403467,0.3224382258546343,5752,79,1409287,40.9578,41.0378,21.9628,76.6798,322.583,3.9652312737937333e-72,3.5190831100154973e-71,True,26.817,15.9694,42.8193,3.8056,2.953,4,True,Strong
amlodipine,negative_control,neg,ACTINIC KERATOSIS,3,5749,156,1403379,0.648957948239074,5752,159,1409287,5.4561,5.4588,1.8919,15.7504,5.302,0.0213007301265558,0.03442754430930288,True,4.1428,1.5018,9.6144,1.607,-0.0255,2,False,None
amlodipine,negative_control,neg,ACTIVATED PARTIAL THROMBOPLASTIN TIME PROLONGED,18,5734,178,1403357,0.7999733198418775,5752,196,1409287,25.285,25.3633,15.7034,40.9655,350.1027,4.025134856527005e-78,3.755264967348091e-77,True,20.2887,13.5735,29.3971,3.831,3.1645,4,True,Strong
amlodipine,negative_control,neg,ACUTE CORONARY SYNDROME,16,5736,318,1403217,1.3632198409550362,5752,334,1409287,12.6387,12.6722,7.7205,20.7999,147.2361,6.9682393776924464e-34,4.005515620458441e-33,True,11.0466,7.2067,16.3513,3.1466,2.4397,4,True,Moderate
amlodipine,negative_control,neg,ACUTE KIDNEY INJURY,334,5418,10364,1393171,43.66384987585921,5752,10698,1409287,7.8737,8.298,7.418,9.2824,1946.5637,0.0,0.0,True,7.6347,6.9718,8.3465,2.9211,2.7663,4,True,Moderate
amlodipine,negative_control,neg,ACUTE MYOCARDIAL INFARCTION,24,5728,1232,1402303,5.126359641435704,5752,1256,1409287,4.8496,4.8661,3.2594,7.2647,66.1827,4.109946670850874e-16,1.5902862905312275e-15,True,4.6105,3.2599,6.3695,2.1225,1.5453,3,False,None
amlodipine,negative_control,neg,ACUTE RESPIRATORY DISTRESS SYNDROME,43,5709,1016,1402519,4.3223048250640215,5752,1059,1409287,10.4403,10.5122,7.752,14.2551,338.8494,1.1362067307427604e-75,1.037712029625741e-74,True,9.757,7.5453,12.4523,3.1732,2.742,4,True,Moderate
amlodipine,negative_control,neg,ACUTE RESPIRATORY FAILURE,13,5739,1308,1402227,5.391656915873062,5752,1321,1409287,2.517,2.5206,1.4736,4.3116,9.4189,0.002147658906125513,0.003992182591726694,True,2.3807,1.4799,3.6695,1.1962,0.412,3,False,None
amlodipine,negative_control,neg,ADENOMA BENIGN,4,5748,34,1403501,0.1550968681326089,5752,38,1409287,31.8216,31.8458,11.9198,85.0816,72.4356,1.7257391348058462e-17,6.943440326892043e-17,True,16.5766,6.9085,34.8336,2.7801,1.3663,4,True,Moderate
amlodipine,negative_control,neg,ADJUSTMENT DISORDER,43,5709,63,1403472,0.4326386321593827,5752,106,1409287,167.1263,168.392,114.3953,247.8759,4107.4673,0.0,0.0,True,82.4257,63.7418,105.1952,5.5436,5.1123,4,True,Strong
amlodipine,negative_control,neg,ADRENAL ADENOMA,3,5749,46,1403489,0.19999332996046937,5752,49,1409287,18.363,18.3736,6.198,54.4673,26.5604,2.554311004565373e-07,6.640128184233213e-07,True,10.5652,3.83,24.519,2.3219,0.6894,3,False,None
amlodipine,negative_control,neg,ADRENAL DISORDER,3,5749,163,1403372,0.6775284239477126,5752,166,1409287,5.2225,5.2251,1.8118,15.0685,4.9229,0.02650293331413186,0.042097594915296674,True,3.9885,1.4459,9.2563,1.5716,-0.061,2,False,None
amlodipine,negative_control,neg,ADRENAL INSUFFICIENCY,10,5742,1466,1402069,6.024288877992914,5752,1476,1409287,1.7468,1.7481,0.9522,3.2096,2.0156,0.1556856678551399,0.21264594877889748,False,1.6439,0.9536,2.6813,0.6865,-0.2077,0,False,None
amlodipine,negative_control,neg,ADVERSE DRUG REACTION,22,5730,7399,1396136,30.288785747686596,5752,7421,1409287,0.7418,0.7408,0.4894,1.1215,2.0217,0.15506066119176604,0.2119492866813594,False,0.7258,0.5051,1.0166,-0.4525,-1.0553,0,False,None
amlodipine,negative_control,neg,ADVERSE EVENT,16,5736,5600,1397935,22.921684511387674,5752,5616,1409287,0.7188,0.718,0.4425,1.1648,1.8137,0.17806688290514294,0.24014688880413812,False,0.6974,0.455,1.0323,-0.5054,-1.2123,0,False,None
amlodipine,negative_control,neg,AFFECT LABILITY,44,5708,357,1403178,1.6366801084520044,5752,401,1409287,30.3678,30.5967,22.3817,41.827,1075.4824,7.041958617743139e-236,1.3923443647682478e-234,True,25.5155,19.7911,32.4759,4.3804,3.9541,4,True,Strong
amlodipine,negative_control,neg,AGGRESSION,5,5747,2185,1401350,8.938477400274039,5752,2190,1409287,0.614,0.6136,0.2656,1.4173,1.3302,0.24876775247810726,0.32334546607790643,False,0.5599,0.2567,1.0966,-0.7791,-2.0437,0,False,None
amlodipine,negative_control,neg,AGITATION,15,5737,3263,1400272,13.37914562470242,5752,3278,1409287,1.1587,1.1591,0.7033,1.9105,0.0945,0.7585255091533519,0.833203102473335,False,1.1173,0.7185,1.6742,0.1593,-0.5708,0,False,None
amlodipine,negative_control,neg,AGRANULOCYTOSIS,17,5735,1303,1402232,5.387575419343256,5752,1320,1409287,3.2753,3.2823,2.0466,5.2641,23.036,1.589943777960256e-06,3.930228041715062e-06,True,3.1127,2.0576,4.5564,1.5716,0.8858,3,False,None
amlodipine,negative_control,neg,ALANINE AMINOTRANSFERASE INCREASED,18,5734,3450,1400085,14.154629965365466,5752,3468,1409287,1.308,1.309,0.8283,2.0687,0.7959,0.37233440186173317,0.4603256852263786,False,1.2671,0.8477,1.8359,0.3362,-0.3303,0,False,None
amlodipine,negative_control,neg,ALLERGY TO ANIMAL,13,5739,150,1403385,0.665283934358296,5752,163,1409287,21.884,21.9331,12.5603,38.3002,211.4147,6.748910351739053e-48,4.708913324888886e-47,True,17.2864,10.7452,26.6438,3.5342,2.7499,4,True,Strong
amlodipine,negative_control,neg,ALLERGY TO CHEMICALS,5,5747,119,1403416,0.5061055696958817,5752,124,1409287,11.2286,11.2383,4.7787,26.4297,31.6495,1.8466487304620538e-08,5.130546011360952e-08,True,8.4847,3.8898,16.6193,2.4506,1.1861,3,False,None
amlodipine,negative_control,neg,ALOPECIA,54,5698,12276,1391259,50.32485221250178,5752,12330,1409287,1.0831,1.0839,0.8296,1.4161,0.2029,0.6523692481816914,0.7384273202885387,False,1.0721,0.8528,1.3337,0.1007,-0.2841,0,False,None
amlodipine,negative_control,neg,ALTERED STATE OF CONSCIOUSNESS,17,5735,1583,1401952,6.530394447688796,5752,1600,1409287,2.6962,2.7014,1.6853,4.33,15.2998,9.172566099059282e-05,0.0001977713053078854,True,2.5753,1.7024,3.7698,1.3157,0.6299,3,False,None
amlodipine,negative_control,neg,AMNESIA,23,5729,3326,1400209,13.668931878318611,5752,3349,1409287,1.7235,1.7265,1.1497,2.5926,5.7425,0.01655916162905563,0.027241538481883844,True,1.6752,1.1754,2.3298,0.7299,0.1403,2,False,None
amlodipine,negative_control,neg,AMNIOTIC FLUID INDEX DECREASED,4,5748,0,1403535,0.01632598611922199,5752,4,1409287,2195.6934,2197.4114,118.2883,40820.7428,746.4024,2.4302566782403256e-164,3.7693255524757944e-163,True,38.2898,15.9577,80.4609,3.1236,1.7097,4,True,Strong
amlodipine,negative_control,neg,ANAEMIA,53,5699,12266,1391269,50.27995575067392,5752,12319,1409287,1.0641,1.0647,0.8129,1.3944,0.0993,0.7526800118975437,0.8273982840578902,False,1.0532,0.8359,1.3128,0.0753,-0.3131,0,False,None
amlodipine,negative_control,neg,ANAEMIA MACROCYTIC,7,5745,118,1403417,0.5101870662256872,5752,125,1409287,15.4409,15.4597,7.3875,32.3523,70.6174,4.336725983445348e-17,1.7260309836972173e-16,True,11.7575,6.1065,20.9374,2.8923,1.8235,4,True,Moderate
amlodipine,negative_control,neg,ANAL INCONTINENCE,5,5747,994,1402541,4.077415033275692,5752,999,1409287,1.3492,1.3496,0.5835,3.1213,0.044,0.8338395398677878,0.8981402959726793,False,1.213,0.5561,2.3759,0.2649,-0.9997,0,False,None
amlodipine,negative_control,neg,ANALGESIC THERAPY,15,5737,42,1403493,0.23264530219891336,5752,57,1409287,88.9758,89.2135,49.8428,159.6829,878.5903,4.426892116326128e-193,7.575018412507005e-192,True,46.6983,30.0279,69.9702,4.403,3.6729,4,True,Strong
amlodipine,negative_control,neg,ANAPHYLACTIC REACTION,25,5727,4345,1399190,17.836139835250023,5752,4370,1409287,1.4316,1.4335,0.9705,2.1176,2.5077,0.11329105430305342,0.1595572472997267,False,1.3973,0.9951,1.9184,0.4758,-0.0897,0,False,None
amlodipine,negative_control,neg,ANAPHYLACTIC SHOCK,9,5743,1839,1401696,7.542605587080559,5752,1848,1409287,1.2599,1.2604,0.6659,2.3857,0.1222,0.7266801168552404,0.8056017830601124,False,1.1859,0.6672,1.9825,0.2403,-0.7023,0,False,None
amlodipine,negative_control,neg,ANEURYSM,3,5749,297,1403238,1.2244489589416492,5752,300,1409287,2.8702,2.8713,1.0006,8.2392,1.3345,0.24800347373847625,0.3223804739263704,False,2.3285,0.8441,5.4038,1.0212,-0.6113,1,False,None
amlodipine,negative_control,neg,ANGER,6,5746,1522,1402013,6.2365266975428,5752,1528,1409287,1.0416,1.0416,0.4819,2.2515,0.0,1.0,1.0,False,0.9569,0.4706,1.7772,-0.0516,-1.206,0,False,None
amlodipine,negative_control,neg,ANGINA PECTORIS,58,5694,1197,1402338,5.122278144905899,5752,1255,1409287,11.9182,12.0303,9.2415,15.6608,538.2613,4.504844241248339e-119,5.555723458061288e-118,True,11.1374,8.9323,13.7521,3.3792,3.0079,4,True,Strong
amlodipine,negative_control,neg,ANGINA UNSTABLE,6,5746,141,1403394,0.5999799898814081,5752,147,1409287,11.2069,11.2185,5.1085,24.6363,40.1865,2.3083511495617262e-10,7.124540585067056e-10,True,8.7779,4.3172,16.3031,2.563,1.4086,4,True,Moderate
amlodipine,negative_control,neg,ANGIOEDEMA,96,5656,2536,1400999,10.742498866448068,5752,2632,1409287,9.2816,9.4229,7.6767,11.5663,672.7273,2.5498253374319022e-148,3.6585528917432447e-147,True,8.8669,7.4752,10.4556,3.1016,2.813,4,True,Moderate
amlodipine,negative_control,neg,ANGIOPATHY,9,5743,269,1403266,1.1346560352859283,5752,278,1409287,8.5999,8.6125,4.5072,16.457,48.0157,4.228091391015245e-12,1.4077730929452567e-11,True,7.3929,4.1595,12.3588,2.5389,1.5964,4,True,Moderate
amlodipine,negative_control,neg,ANION GAP INCREASED,3,5749,71,1403464,0.3020307432056068,5752,74,1409287,11.9424,11.949,4.0851,34.9516,16.0617,6.131213120037353e-05,0.000134057802431887,True,7.8126,2.8322,18.131,2.1256,0.4931,3,False,None
amlodipine,negative_control,neg,ANKLE FRACTURE,5,5747,1073,1402462,4.399853259130326,5752,1078,1409287,1.2499,1.2502,0.5406,2.8909,0.0023,0.961827880192516,1.0,False,1.1259,0.5161,2.2053,0.1667,-1.0979,0,False,None
amlodipine,negative_control,neg,ANKYLOSING SPONDYLITIS,7,5745,1640,1401895,6.722224784589654,5752,1647,1409287,1.1154,1.1155,0.5442,2.2867,0.0,1.0,1.0,False,1.0353,0.5377,1.8436,0.0544,-1.0143,0,False,None
amlodipine,negative_control,neg,ANOSMIA,6,5746,892,1402643,3.6651838837653368,5752,898,1409287,1.7768,1.7777,0.8214,3.847,0.9229,0.3367215207079448,0.4217597172590172,False,1.6121,0.7929,2.9942,0.6421,-0.5123,0,False,None
amlodipine,negative_control,neg,ANOSOGNOSIA,5,5747,49,1403486,0.22040081260949687,5752,54,1409287,27.1073,27.1323,11.239,65.5007,83.4422,6.560581781155779e-20,2.8253600371400797e-19,True,16.304,7.4745,31.9352,2.9326,1.668,4,True,Moderate
amlodipine,negative_control,neg,ANTACID THERAPY,4,5748,20,1403515,0.09795591671533194,5752,24,1409287,53.5535,53.5946,19.3131,148.7271,118.6405,1.2554233824503148e-27,6.472385491486244e-27,True,21.6264,9.0131,45.445,2.9118,1.498,4,True,Strong
amlodipine,negative_control,neg,ANTI-CYCLIC CITRULLINATED PEPTIDE ANTIBODY,3,5749,218,1403317,0.902010733087015,5752,221,1409287,3.9079,3.9097,1.3595,11.2436,2.843,0.09177143257771739,0.1319454752433309,False,3.0856,1.1186,7.1609,1.3199,-0.3127,1,False,None
amlodipine,negative_control,neg,ANTI-CYCLIC CITRULLINATED PEPTIDE ANTIBODY POSITIVE,6,5746,1255,1402280,5.146767124084732,5752,1261,1409287,1.2631,1.2634,0.5843,2.7318,0.0244,0.8759617229119343,0.9351791700167219,False,1.156,0.5685,2.147,0.203,-0.9514,0,False,None
amlodipine,negative_control,neg,ANTICOAGULANT THERAPY,5,5747,27,1403508,0.13060788895377592,5752,32,1409287,48.7932,48.8389,19.5436,122.0473,146.7772,8.778692987313342e-34,5.0383549246253616e-33,True,22.9517,10.5222,44.9563,3.1246,1.86,4,True,Strong
amlodipine,negative_control,neg,ANURIA,17,5735,331,1403204,1.4203607923723132,5752,348,1409287,12.879,12.9153,7.9803,20.9021,160.7928,7.593238814980538e-37,4.571439694733181e-36,True,11.2907,7.4635,16.5277,3.1879,2.5021,4,True,Moderate
amlodipine,negative_control,neg,ANXIETY,161,5591,17424,1386111,71.77311647662967,5752,17585,1409287,2.2612,2.2976,1.9635,2.6886,111.5265,4.5370176840983575e-26,2.260081419805835e-25,True,2.241,1.9652,2.5466,1.16,0.9372,3,False,None
amlodipine,negative_control,neg,AORTIC ARTERIOSCLEROSIS,6,5746,152,1403383,0.6448764517092685,5752,158,1409287,10.3985,10.4092,4.7459,22.8306,36.707,1.3728527811483706e-09,4.070267039585621e-09,True,8.2413,4.0533,15.3065,2.5052,1.3509,4,True,Moderate
amlodipine,negative_control,neg,AORTIC STENOSIS,21,5731,220,1403315,0.9836406636831249,5752,241,1409287,23.7881,23.8735,15.3203,37.202,388.8764,1.453726778358842e-86,1.4557006096940202e-85,True,19.6116,13.5293,27.6787,3.8571,3.2401,4,True,Strong
amlodipine,negative_control,neg,AORTIC VALVE INCOMPETENCE,8,5744,202,1403333,0.8571142712591544,5752,210,1409287,10.2405,10.2542,5.1601,20.3772,51.703,6.456397288459622e-13,2.2266041619073984e-12,True,8.5045,4.6148,14.6326,2.6469,1.6472,4,True,Moderate
amlodipine,negative_control,neg,APATHY,16,5736,911,1402624,3.783547283129696,5752,927,1409287,4.4163,4.4261,2.7182,7.2072,36.4548,1.5624541365835738e-09,4.621254965832708e-09,True,4.1436,2.7033,6.1334,1.9456,1.2387,3,False,None
amlodipine,negative_control,neg,APHASIA,52,5700,1671,1401864,7.032418520854872,5752,1723,1409287,7.6627,7.7241,5.8614,10.1786,282.6766,1.960361666058699e-63,1.619906698844023e-62,True,7.3079,5.7874,9.1281,2.8011,2.409,4,True,Moderate
amlodipine,negative_control,neg,APHTHOUS ULCER,10,5742,1164,1402371,4.791676925991654,5752,1174,1409287,2.1998,2.202,1.1987,4.0451,4.6493,0.03106707591821053,0.04875924343409293,True,2.059,1.1944,3.3584,0.9886,0.0944,3,False,None
amlodipine,negative_control,neg,APPENDICITIS,15,5737,754,1402781,3.1386708314204275,5752,769,1409287,5.0119,5.0227,3.0355,8.3109,41.3167,1.2945732523037793e-10,4.0421158915073547e-10,True,4.6616,2.9975,6.9847,2.0908,1.3607,3,False,None
amlodipine,negative_control,neg,APPENDICOLITH,15,5737,59,1403476,0.3020307432056068,5752,74,1409287,63.5542,63.7231,36.4161,111.5068,670.1937,9.067553133528894e-148,1.2959923325537906e-146,True,38.4251,24.7081,57.5741,4.2725,3.5424,4,True,Strong
amlodipine,negative_control,neg,ARRHYTHMIA,37,5715,2395,1401140,9.92619956048697,5752,2432,1409287,3.8191,3.8376,2.7767,5.304,71.5568,2.6939662018246906e-17,1.0768564085884603e-16,True,3.6989,2.8023,4.8085,1.8467,1.3818,3,False,None
amlodipine,negative_control,neg,ARTERIAL OCCLUSIVE DISEASE,48,5704,379,1403156,1.7427990182269475,5752,427,1409287,31.1788,31.4354,23.2876,42.4338,1206.6447,2.1939658270879926e-264,4.7450140688486646e-263,True,26.2207,20.564,33.042,4.4346,4.0265,4,True,Strong
amlodipine,negative_control,neg,ARTERIOSCLEROSIS,10,5742,486,1403049,2.024422278783527,5752,496,1409287,5.2655,5.2733,2.8598,9.7236,27.7279,1.396319216680646e-07,3.689664716237823e-07,True,4.7542,2.7578,7.7546,2.0564,1.1622,3,False,None
amlodipine,negative_control,neg,ARTERIOSCLEROSIS CORONARY ARTERY,22,5730,465,1403070,1.9876888100152772,5752,487,1409287,11.7921,11.8345,7.7458,18.0814,192.3957,9.537196267392956e-44,6.359568035445122e-43,True,10.6139,7.3867,14.8666,3.177,2.5742,4,True,Moderate
amlodipine,negative_control,neg,ARTHRALGIA,154,5598,35337,1368198,144.8563933393269,5752,35491,1409287,1.0666,1.0685,0.9103,1.2541,0.5313,0.4660783281799763,0.5573291723270896,False,1.0628,0.9292,1.2111,0.088,-0.1398,0,False,None
amlodipine,negative_control,neg,ARTHRITIS,81,5671,6386,1397149,26.39503805825215,5752,6467,1409287,3.1133,3.1437,2.5228,3.9174,111.8731,3.809322476215097e-26,1.9020821436754464e-25,True,3.0601,2.5404,3.6605,1.5995,1.2853,3,False,None
amlodipine,negative_control,neg,ARTHROPATHY,13,5739,4578,1398957,18.738150568337037,5752,4591,1409287,0.7193,0.7187,0.421,1.227,1.4751,0.22454217985942793,0.2948190451243156,False,0.6931,0.4308,1.0683,-0.511,-1.2953,0,False,None
amlodipine,negative_control,neg,ARTHROPOD BITE,4,5748,619,1402916,2.5427723380688247,5752,623,1409287,1.7721,1.7728,0.7011,4.4826,0.362,0.5474055760387938,0.6393912136975142,False,1.541,0.6422,3.2382,0.5645,-0.8493,0,False,None
amlodipine,negative_control,neg,ASCITES,21,5731,1852,1401683,7.644643000325696,5752,1873,1409287,2.8315,2.8383,1.8539,4.3456,21.7353,3.129852883975238e-06,7.594230965394762e-06,True,2.7214,1.8774,3.8409,1.4004,0.7834,3,False,None
amlodipine,negative_control,neg,ASPARTATE AMINOTRANSFERASE INCREASED,26,5726,2978,1400557,12.260815575535714,5752,3004,1409287,2.1706,2.176,1.4832,3.1925,14.3849,0.00014899445444776764,0.00031525867208500544,True,2.1091,1.5122,2.8785,1.0543,0.4997,3,False,None
amlodipine,negative_control,neg,ASPERGILLUS INFECTION,3,5749,607,1402928,2.4897128831813533,5752,610,1409287,1.4056,1.4058,0.4915,4.0213,0.0,0.9947863950584264,1.0,False,1.1863,0.43,2.753,0.2273,-1.4052,0,False,None
amlodipine,negative_control,neg,ASPHYXIA,6,5746,678,1402857,2.7917436263869604,5752,684,1409287,2.3372,2.3387,1.0797,5.0656,2.6393,0.10424855407466883,0.14808033249242733,False,2.1008,1.0332,3.9018,0.9816,-0.1728,1,False,None
amlodipine,negative_control,neg,ASPIRATION,25,5727,713,1402822,3.012144438996457,5752,738,1409287,8.7192,8.7535,5.892,13.0049,153.9976,2.318709413678984e-35,1.3653079381942122e-34,True,8.0754,5.7511,11.0868,2.8601,2.2945,4,True,Moderate
amlodipine,negative_control,neg,ASTHENIA,179,5573,27256,1376279,111.97585729521381,5752,27435,1409287,1.6067,1.6262,1.4009,1.8877,40.4714,1.9951460686559328e-10,6.177246958999792e-10,True,1.5977,1.4107,1.8038,0.6744,0.463,2,False,None
amlodipine,negative_control,neg,ASTHENOPIA,4,5748,419,1403116,1.7264730321077253,5752,423,1409287,2.617,2.6183,1.0338,6.6312,1.8299,0.17614184120301205,0.23774635411277706,False,2.2337,0.9309,4.6937,1.0152,-0.3987,1,False,None
amlodipine,negative_control,neg,ASTHMA,298,5454,11534,1392001,48.29226694065864,5752,11832,1409287,6.3136,6.6044,5.8696,7.4311,1302.2167,3.728287974440393e-285,8.728928194126316e-284,True,6.1603,5.5952,6.7696,2.613,2.4492,4,True,Moderate
amlodipine,negative_control,neg,ASTHMA-CHRONIC OBSTRUCTIVE PULMONARY DISEASE OVERLAP SYNDROME,20,5732,48,1403487,0.27754176402677383,5752,68,1409287,103.1196,103.4848,61.7095,173.5408,1336.8623,1.103117754557527e-292,2.6243527225360522e-291,True,54.6042,37.3153,77.6939,4.7206,4.0883,4,True,Strong
amlodipine,negative_control,neg,ASTHMATIC CRISIS,3,5749,266,1403269,1.0979225665176788,5752,269,1409287,3.2041,3.2054,1.1163,9.2043,1.7982,0.1799335683639269,0.24230988161854486,False,2.5766,0.934,5.9796,1.1312,-0.5014,1,False,None
amlodipine,negative_control,neg,ATAXIA,21,5731,555,1402980,2.3509420011679665,5752,576,1409287,9.4424,9.4741,6.1532,14.5873,140.7408,1.8332508384441222e-32,1.0285450691156638e-31,True,8.6244,5.9496,12.1719,2.9148,2.2978,4,True,Moderate
amlodipine,negative_control,neg,ATELECTASIS,11,5741,512,1403023,2.1346226850882752,5752,523,1409287,5.4744,5.4833,3.0548,9.8425,32.9297,9.555387988945e-09,2.6917871053655224e-08,True,4.968,2.9584,7.9326,2.126,1.2734,3,False,None
amlodipine,negative_control,neg,ATRIAL FIBRILLATION,75,5677,6284,1397251,25.95423643303316,5752,6359,1409287,2.9309,2.9566,2.3529,3.7153,91.5872,1.067826770685238e-21,4.813705644134248e-21,True,2.8816,2.3745,3.4706,1.513,1.1865,3,False,None
amlodipine,negative_control,neg,ATRIAL TACHYCARDIA,5,5747,112,1403423,0.4775350939872432,5752,117,1409287,11.9272,11.9377,5.0702,28.1072,34.0245,5.442305004892279e-09,1.5559992018251815e-08,True,8.9121,4.0857,17.4565,2.4922,1.2276,4,True,Moderate
amlodipine,negative_control,neg,ATRIOVENTRICULAR BLOCK,12,5740,441,1403094,1.8489179280018904,5752,453,1409287,6.9073,6.9202,3.942,12.1485,50.6,1.1324714187104334e-12,3.869342929344196e-12,True,6.2159,3.787,9.7411,2.4119,1.5956,3,False,None
amlodipine,negative_control,neg,ATRIOVENTRICULAR BLOCK COMPLETE,12,5740,376,1403159,1.583620653564533,5752,388,1409287,8.0998,8.1153,4.6166,14.2655,62.3664,2.851424704209558e-15,1.0699189617677684e-14,True,7.2015,4.3874,11.2856,2.5848,1.7685,4,True,Moderate
amlodipine,negative_control,neg,AUTOIMMUNE DISORDER,5,5747,1327,1402208,5.436553377700923,5752,1332,1409287,1.0108,1.0108,0.4373,2.3364,0.0,1.0,1.0,False,0.9147,0.4193,1.7916,-0.1102,-1.3748,0,False,None
amlodipine,negative_control,neg,AUTOSCOPY,4,5748,69,1403466,0.2979492466758013,5752,73,1409287,15.7964,15.8079,6.0907,41.0282,34.5552,4.14343111464098e-09,1.196702740179253e-08,True,10.4667,4.3621,21.9943,2.4956,1.0817,4,True,Moderate
amlodipine,negative_control,neg,AZOTAEMIA,3,5749,197,1403338,0.8162993059610995,5752,200,1409287,4.3234,4.3255,1.5028,12.4503,3.4875,0.06183270576478588,0.09201295500712184,False,3.3776,1.2244,7.8384,1.4109,-0.2217,1,False,None
amlodipine,negative_control,neg,B-LYMPHOCYTE COUNT DECREASED,3,5749,254,1403281,1.048944608160013,5752,257,1409287,3.3551,3.3566,1.1685,9.6415,2.0159,0.15565806625006334,0.21262793824675258,False,2.6874,0.9742,6.2368,1.1761,-0.4565,1,False,None
amlodipine,negative_control,neg,BACK DISORDER,5,5747,1209,1402326,4.954936787183874,5752,1214,1409287,1.1094,1.1095,0.4799,2.565,0.0,1.0,1.0,False,1.002,0.4594,1.9626,0.0119,-1.2527,0,False,None
amlodipine,negative_control,neg,BACK INJURY,4,5748,1160,1402375,4.750861960693599,5752,1164,1409287,0.946,0.946,0.3747,2.3882,0.0133,0.9081469633723277,0.963592454871144,False,0.838,0.3493,1.761,-0.2226,-1.6365,0,False,None
amlodipine,negative_control,neg,BACK PAIN,68,5684,16526,1387009,67.72835341559242,5752,16594,1409287,1.0112,1.0113,0.7966,1.284,0.0,1.0,1.0,False,1.0034,0.8187,1.2196,0.0057,-0.3372,0,False,None
