prod_ai,group,target_role,pt,a,b,c,d,expected,n_drug,n_event,N,prr,ror,ror_ci_lower,ror_ci_upper,chi2,pval,pval_adj,fdr_sig,ebgm,eb05,eb95,ic,ic025,criteria_met,is_signal,signal_strength
omeprazole,negative_control,neg,FLATULENCE,33,5786,4003,1399465,16.664798582545643,5819,4036,1409287,2.0178,2.0237,1.4389,2.8462,15.1527,9.91572153586791e-05,0.00021326464370669535,True,1.9725,1.4695,2.6027,0.9647,0.4725,3,False,None
omeprazole,negative_control,neg,FLUID RETENTION,8,5811,3189,1400279,13.200535448067,5819,3197,1409287,0.6427,0.6421,0.3274,1.2595,1.6846,0.1943196927088412,0.2593390759550676,False,0.6058,0.3287,1.0424,-0.6887,-1.6884,0,False,None
omeprazole,negative_control,neg,FLUSHING,5,5814,4344,1399124,17.957187570736124,5819,4349,1409287,0.3053,0.3046,0.1319,0.7033,8.7044,0.0031743567424324737,0.005783320399071021,True,0.2801,0.1284,0.5486,-1.7467,-3.0113,0,False,None
omeprazole,negative_control,neg,FOCAL SEGMENTAL GLOMERULOSCLEROSIS,7,5812,97,1403371,0.42941998329651804,5819,104,1409287,18.5497,18.5723,8.8332,39.0494,86.1801,1.642705728247309e-20,7.187751258275826e-20,True,13.5871,7.0568,24.1955,3.0125,1.9437,4,True,Moderate
omeprazole,negative_control,neg,FOETAL ANAEMIA,8,5811,20,1403448,0.11561307242598562,5819,28,1409287,99.9873,100.1321,44.9919,222.8497,473.6172,5.231620999048191e-105,5.904086437334416e-104,True,39.2316,21.2883,67.5005,3.7874,2.7876,4,True,Strong
omeprazole,negative_control,neg,FOETAL DEATH,7,5812,343,1403125,1.4451634053248203,5819,350,1409287,5.2652,5.2707,2.5555,10.8708,17.7583,2.508170549319353e-05,5.703903114779596e-05,True,4.5949,2.3865,8.1825,1.947,0.8782,3,False,None
omeprazole,negative_control,neg,FOETAL EXPOSURE DURING PREGNANCY,79,5740,7336,1396132,30.61681900138155,5819,7415,1409287,2.6131,2.6355,2.1097,3.2923,75.5952,3.482157087175514e-18,1.4350884894059468e-17,True,2.5743,2.132,3.0861,1.3533,1.0351,3,False,None
omeprazole,negative_control,neg,FOETAL GROWTH RESTRICTION,18,5801,438,1403030,1.8828414652231944,5819,456,1409287,10.1738,10.203,6.403,16.2583,130.1151,3.866885080901708e-30,2.0846694058223754e-29,True,9.1503,6.1217,13.2583,2.9568,2.2903,4,True,Moderate
omeprazole,negative_control,neg,FOETAL MACROSOMIA,14,5805,21,1403447,0.14451634053248202,5819,35,1409287,162.6333,163.037,83.7162,317.5138,1239.3957,1.6734715337891901e-271,3.7007054158006828e-270,True,60.0055,37.9717,91.1229,4.4917,3.736,4,True,Strong
omeprazole,negative_control,neg,FOLATE DEFICIENCY,7,5812,92,1403376,0.40877479179187776,5819,99,1409287,19.5524,19.5763,9.2974,41.2193,91.1492,1.3324030608165604e-21,5.989925372460916e-21,True,14.15,7.3491,25.1977,3.0449,1.9761,4,True,Moderate
omeprazole,negative_control,neg,FOLLICULITIS,9,5810,1759,1401709,7.300139716040807,5819,1768,1409287,1.302,1.3025,0.6881,2.4656,0.1983,0.6561152275866172,0.741935028847472,False,1.2248,0.6891,2.0475,0.2844,-0.6581,0,False,None
omeprazole,negative_control,neg,FOOD ALLERGY,3,5816,1015,1402453,4.203360990344763,5819,1018,1409287,0.8311,0.831,0.2909,2.3743,0.1183,0.7309196242335191,0.8091462366740022,False,0.7127,0.2584,1.6541,-0.4263,-2.0589,0,False,None
omeprazole,negative_control,neg,FOOD INTOLERANCE,8,5811,263,1403205,1.1189693795515037,5819,271,1409287,7.7789,7.7888,3.9321,15.4283,36.5463,1.490795145835335e-09,4.412849368065661e-09,True,6.6619,3.615,11.4623,2.3924,1.3927,3,False,None
omeprazole,negative_control,neg,FOOT DEFORMITY,15,5804,992,1402476,4.157941569034555,5819,1007,1409287,3.766,3.7734,2.2832,6.2361,25.849,3.6920490187843425e-07,9.50396562427034e-07,True,3.543,2.2782,5.3086,1.7345,1.0044,3,False,None
omeprazole,negative_control,neg,FOOT FRACTURE,5,5814,1341,1402127,5.557685553049166,5819,1346,1409287,0.9887,0.9887,0.4277,2.2852,0.0006,0.9804285708984454,1.0,False,0.895,0.4103,1.7531,-0.1393,-1.4039,0,False,None
omeprazole,negative_control,neg,FOOT OPERATION,3,5816,506,1402962,2.1016804951723813,5819,509,1409287,1.6664,1.6668,0.5823,4.7706,0.0758,0.783027844920087,0.8540753318473182,False,1.3963,0.5062,3.2405,0.4279,-1.2047,0,False,None
omeprazole,negative_control,neg,FORCED VITAL CAPACITY DECREASED,3,5816,82,1403386,0.35096825557888495,5819,85,1409287,10.2304,10.236,3.5111,29.8408,13.2142,0.0002778357288859541,0.00057275709309124,True,6.9448,2.5176,16.1171,2.0402,0.4076,3,False,None
omeprazole,negative_control,neg,FOREIGN BODY IN THROAT,6,5813,455,1403013,1.9034866567278348,5819,461,1409287,3.4412,3.4439,1.5871,7.4728,6.8258,0.008985111181526857,0.015367624063951896,True,3.0371,1.4937,5.6407,1.4353,0.2809,3,False,None
omeprazole,negative_control,neg,FRACTURE,6,5813,1222,1402246,5.070459033539655,5819,1228,1409287,1.2822,1.2825,0.5931,2.7733,0.0366,0.8483410238528581,0.9109660819619727,False,1.1731,0.577,2.1788,0.2226,-0.9318,0,False,None
omeprazole,negative_control,neg,FRACTURED SACRUM,3,5816,75,1403393,0.32206498747238854,5819,78,1409287,11.1789,11.1851,3.829,32.6734,14.79,0.00012017298961189581,0.00025633428731387754,True,7.4324,2.6943,17.2487,2.09,0.4575,3,False,None
omeprazole,negative_control,neg,FREQUENT BOWEL MOVEMENTS,32,5787,3226,1400242,13.452406784423612,5819,3258,1409287,2.429,2.437,1.7234,3.4462,24.3692,7.953145070633134e-07,2.0049374430326223e-06,True,2.3665,1.7549,3.1357,1.2199,0.7201,3,False,None
omeprazole,negative_control,neg,FULL BLOOD COUNT ABNORMAL,36,5783,1947,1401521,8.187882950740338,5819,1983,1409287,4.5196,4.5418,3.2702,6.3078,91.611,1.0550562611788428e-21,4.7590458264183274e-21,True,4.3549,3.2863,5.6811,2.0708,1.5995,3,False,None
omeprazole,negative_control,neg,FUNGAL INFECTION,17,5802,2585,1400883,10.743757659014808,5819,2602,1409287,1.6322,1.6341,1.0205,2.6167,3.1026,0.07816884823795485,0.1140784121410739,False,1.5737,1.0403,2.3037,0.6382,-0.0476,1,False,None
omeprazole,negative_control,neg,GAIT DISTURBANCE,72,5747,13866,1389602,57.55053583833527,5819,13938,1409287,1.2608,1.2641,1.0021,1.5946,3.4291,0.06405728838817733,0.0949879364356706,False,1.2499,1.0258,1.5111,0.3207,-0.0126,1,False,None
omeprazole,negative_control,neg,GALLBLADDER DISORDER,4,5815,926,1402542,3.840005619863094,5819,930,1409287,1.1712,1.1714,0.4638,2.9586,0.0,1.0,1.0,False,1.0323,0.4302,2.1692,0.0522,-1.3616,0,False,None
omeprazole,negative_control,neg,GALLBLADDER POLYP,5,5814,54,1403414,0.24361325975475542,5819,59,1409287,24.3358,24.3579,10.1307,58.5651,74.6786,5.539243013738036e-18,2.263891228945304e-17,True,15.1683,6.9539,29.7107,2.8868,1.6222,4,True,Moderate
omeprazole,negative_control,neg,GAMMA-GLUTAMYLTRANSFERASE INCREASED,6,5813,1060,1402408,4.40155482878931,5819,1066,1409287,1.478,1.4786,0.6835,3.1983,0.2755,0.5996850296372587,0.6889978335527003,False,1.3478,0.6629,2.5033,0.4072,-0.7472,0,False,None
omeprazole,negative_control,neg,GANGRENE,37,5782,196,1403272,0.9620659241162375,5819,233,1409287,46.0202,46.3122,32.6282,65.7351,1318.4032,1.1322985334214608e-288,2.6679558095793207e-287,True,35.2268,26.6878,45.7941,4.6808,4.2159,4,True,Strong
omeprazole,negative_control,neg,GASTRIC CANCER,11,5808,395,1403073,1.6763895501767916,5819,406,1409287,7.0118,7.0237,3.9056,12.6313,46.6487,8.49222442421213e-12,2.7972378351301678e-11,True,6.2571,3.7261,9.9908,2.4016,1.549,3,False,None
omeprazole,negative_control,neg,GASTRIC PH DECREASED,3,5816,74,1403394,0.31793594917146045,5819,77,1409287,11.329,11.3352,3.8791,33.1226,15.0389,0.00010531793838904376,0.00022588913643135022,True,7.5077,2.7216,17.4234,2.0973,0.4647,3,False,None
omeprazole,negative_control,neg,GASTRIC POLYPS,25,5794,103,1403365,0.5285169025187915,5819,128,1409287,59.4128,59.6698,38.6573,92.1037,1091.8609,1.9403595859813186e-239,3.883351952947687e-238,True,40.522,28.8589,55.6329,4.6319,4.0663,4,True,Strong
omeprazole,negative_control,neg,GASTRIC ULCER,8,5811,994,1402474,4.137296377529914,5819,1002,1409287,2.0611,2.0626,1.0495,4.0536,2.7464,0.0974726747039469,0.13928714899081734,False,1.9048,1.0336,3.2774,0.8742,-0.1256,1,False,None
omeprazole,negative_control,neg,GASTRITIS,31,5788,1598,1401870,6.726203392211806,5819,1629,1409287,4.752,4.7724,3.351,6.7968,84.4746,3.891761622241887e-20,1.6863538169232617e-19,True,4.5552,3.3613,6.062,2.124,1.6162,3,False,None
omeprazole,negative_control,neg,GASTRITIS EROSIVE,3,5816,185,1403283,0.7762592005744748,5819,188,1409287,4.5499,4.5521,1.5805,13.1103,3.8441,0.04992200400142636,0.07569382802436665,False,3.5337,1.281,8.2009,1.4554,-0.1771,1,False,None
omeprazole,negative_control,neg,GASTROENTERITIS,3,5816,977,1402491,4.0464575349094964,5819,980,1409287,0.8634,0.8634,0.3022,2.4668,0.0742,0.7853813275984902,0.8560726117408906,False,0.7398,0.2682,1.7168,-0.3774,-2.01,0,False,None
omeprazole,negative_control,neg,GASTROINTESTINAL BACTERIAL OVERGROWTH,3,5816,145,1403323,0.6110976685373526,5819,148,1409287,5.8008,5.8036,2.0097,16.7599,5.8634,0.015458738325343412,0.02552803294881497,True,4.3667,1.583,10.1339,1.6554,0.0228,3,False,None
omeprazole,negative_control,neg,GASTROINTESTINAL DISORDER,106,5713,10661,1392807,44.4573553860924,5819,10767,1409287,2.4089,2.4351,2.0085,2.9524,84.8107,3.283392738954388e-20,1.4252514096402948e-19,True,2.3806,2.0238,2.7852,1.2442,0.9696,3,False,None
omeprazole,negative_control,neg,GASTROINTESTINAL HAEMORRHAGE,16,5803,2868,1400600,11.90814645987652,5819,2884,1409287,1.3871,1.3882,0.8551,2.2538,1.0901,0.2964416432586791,0.3772661119987504,False,1.3377,0.8727,1.98,0.4112,-0.2957,0,False,None
omeprazole,negative_control,neg,GASTROINTESTINAL MOTILITY DISORDER,16,5803,460,1403008,1.9654222312417555,5819,476,1409287,8.6404,8.6621,5.2973,14.1643,93.6218,3.8194848196608533e-22,1.7382721718604626e-21,True,7.8095,5.0949,11.5597,2.7426,2.0356,4,True,Moderate
omeprazole,negative_control,neg,GASTROINTESTINAL PAIN,6,5813,867,1402601,3.6046504367101946,5819,873,1409287,1.8069,1.8078,0.8353,3.9125,1.0013,0.31698650525758626,0.3999615870444309,False,1.6385,0.8059,3.0432,0.6632,-0.4912,0,False,None
omeprazole,negative_control,neg,GASTROINTESTINAL SOUNDS ABNORMAL,11,5808,424,1403044,1.7961316609037052,5819,435,1409287,6.5328,6.5438,3.6408,11.7615,42.366,7.569455070264723e-11,2.3866922250193386e-10,True,5.8598,3.4895,9.3564,2.3244,1.4718,3,False,None
omeprazole,negative_control,neg,GASTROINTESTINAL STOMA OUTPUT INCREASED,3,5816,126,1403342,0.5326459408197195,5819,129,1409287,6.672,6.6754,2.3073,19.3135,7.2973,0.00690577178735551,0.012016059202960217,True,4.9172,1.7825,11.4115,1.761,0.1284,3,False,None
omeprazole,negative_control,neg,GASTROINTESTINAL TOXICITY,10,5809,507,1402961,2.134712801579806,5819,517,1409287,4.9892,4.9964,2.7104,9.2107,25.5268,4.3628286746970985e-07,1.1176054698121258e-06,True,4.5184,2.6211,7.3701,1.9947,1.1005,3,False,None
omeprazole,negative_control,neg,GASTROOESOPHAGEAL REFLUX DISEASE,144,5675,5632,1397836,23.849325226160463,5819,5776,1409287,6.1865,6.3186,5.3458,7.4683,605.25,1.207537749877856e-133,1.5988493546407878e-132,True,6.0173,5.2365,6.8873,2.5691,2.3335,4,True,Moderate
omeprazole,negative_control,neg,GENERAL PHYSICAL HEALTH DETERIORATION,47,5772,10450,1393018,43.342515044841825,5819,10497,1409287,1.0961,1.0969,0.8239,1.4603,0.2327,0.6295227162520112,0.716470684005954,False,1.0832,0.8473,1.3683,0.1156,-0.2969,0,False,None
omeprazole,negative_control,neg,GENERALISED OEDEMA,98,5721,816,1402652,3.773941007048245,5819,914,1409287,29.0911,29.5747,23.9568,36.51,2338.8603,0.0,0.0,True,25.3773,21.4325,29.8749,4.5265,4.2408,4,True,Strong
omeprazole,negative_control,neg,GENERALISED TONIC-CLONIC SEIZURE,21,5798,1244,1402224,5.223233450673994,5819,1265,1409287,4.166,4.1778,2.7255,6.4039,44.9066,2.0665787213074377e-11,6.691994761643185e-11,True,3.9618,2.7331,5.5914,1.9094,1.2924,3,False,None
omeprazole,negative_control,neg,GENITAL EROSION,12,5807,11,1403457,0.09496788092134534,5819,23,1409287,262.1151,262.6771,117.8778,585.3455,1375.3724,4.721700690425845e-301,1.1417227079308395e-299,True,65.2805,39.7713,102.3023,4.393,3.5767,4,True,Strong
omeprazole,negative_control,neg,GESTATIONAL DIABETES,14,5805,239,1403229,1.0446466901347986,5819,253,1409287,14.5996,14.6336,8.6074,24.8789,149.148,2.6618255075606446e-34,1.5402874161051199e-33,True,12.3863,7.8381,18.8095,3.2307,2.475,4,True,Moderate
omeprazole,negative_control,neg,GINGIVAL BLEEDING,3,5816,857,1402611,3.5509729387981297,5819,860,1409287,0.9843,0.9843,0.3444,2.813,0.0007,0.9783686383070801,1.0,False,0.8405,0.3047,1.9505,-0.2109,-1.8435,0,False,None
omeprazole,negative_control,neg,GINGIVAL PAIN,26,5793,497,1402971,2.1594870313853742,5819,523,1409287,12.845,12.8991,8.7195,19.0824,253.4127,4.6823795245984647e-57,3.606532532001428e-56,True,11.5815,8.3041,15.8065,3.3168,2.7622,4,True,Strong
omeprazole,negative_control,neg,GITELMAN'S SYNDROME,4,5815,17,1403451,0.08670980431948921,5819,21,1409287,62.0089,62.0561,22.0158,174.9181,134.9216,3.4345933002765213e-31,1.8839810776897987e-30,True,23.0057,9.5879,48.3435,2.9392,1.5254,4,True,Strong
omeprazole,negative_control,neg,GLAUCOMA,8,5811,1296,1402172,5.3842659444101875,5819,1304,1409287,1.581,1.5818,0.8054,3.1067,0.8356,0.3606603223852759,0.4479780846469743,False,1.4709,0.7982,2.5308,0.5306,-0.4691,0,False,None
omeprazole,negative_control,neg,GLIOBLASTOMA,5,5814,127,1403341,0.5450330557225036,5819,132,1409287,10.4024,10.4113,4.4323,24.4556,28.8204,7.940896602524538e-08,2.127283416041354e-07,True,7.9643,3.6512,15.5999,2.3959,1.1313,3,False,None
omeprazole,negative_control,neg,GLOMERULAR FILTRATION RATE ABNORMAL,3,5816,160,1403308,0.6730332430512734,5819,163,1409287,5.2586,5.2612,1.824,15.1757,4.9805,0.025634744165445075,0.04082406353274831,True,4.012,1.4544,9.3109,1.5771,-0.0555,2,False,None
omeprazole,negative_control,neg,GLOMERULAR FILTRATION RATE DECREASED,6,5813,1289,1402179,5.347104599701835,5819,1295,1409287,1.2155,1.2158,0.5623,2.6288,0.0044,0.9471487483636203,0.9957550989567641,False,1.1134,0.5476,2.0679,0.1527,-1.0017,0,False,None
omeprazole,negative_control,neg,GLOMERULAR FILTRATION RATE INCREASED,17,5802,106,1403362,0.5078717110141511,5819,123,1409287,39.6249,39.7414,23.955,65.9311,505.7005,5.466134156239716e-112,6.455202466335934e-111,True,28.534,18.8617,41.7689,4.118,3.4322,4,True,Strong
omeprazole,negative_control,neg,GLOSSITIS,10,5809,199,1403269,0.8629690048939641,5819,209,1409287,12.6919,12.713,6.8313,23.659,86.8151,1.1915831507882052e-20,5.235582804327086e-20,True,10.5507,6.1203,17.2095,2.9456,2.0514,4,True,Moderate
omeprazole,negative_control,neg,GLOSSODYNIA,17,5802,2055,1401413,8.555367359522936,5819,2072,1409287,2.0531,2.0562,1.2836,3.294,7.419,0.006453896393758565,0.01126967820621982,True,1.9721,1.3036,2.8868,0.9505,0.2647,3,False,None
omeprazole,negative_control,neg,GLUCOSE TOLERANCE IMPAIRED,3,5816,468,1403000,1.9447770397371154,5819,471,1409287,1.8015,1.802,0.6294,5.1592,0.1592,0.6898724462056793,0.7725775249816849,False,1.504,0.5452,3.4905,0.5177,-1.1149,0,False,None
omeprazole,negative_control,neg,GLYCOSYLATED HAEMOGLOBIN INCREASED,21,5798,1959,1401509,8.175495835837555,5819,1980,1409287,2.6459,2.652,1.7324,4.0597,18.6824,1.544022381951872e-05,3.57188364708126e-05,True,2.5466,1.7568,3.5942,1.3093,0.6923,3,False,None
omeprazole,negative_control,neg,GOUT,6,5813,1295,1402173,5.371878829507404,5819,1301,1409287,1.2099,1.2102,0.5597,2.6166,0.0031,0.9558048495112521,1.0,False,1.1083,0.5451,2.0585,0.1466,-1.0078,0,False,None
omeprazole,negative_control,neg,GRANULOCYTE COUNT INCREASED,16,5803,22,1403446,0.1569034554352662,5819,38,1409287,176.8403,177.3402,93.9048,334.9089,1506.6146,0.0,0.0,True,65.1018,42.4718,96.3641,4.6506,3.9437,4,True,Strong
omeprazole,negative_control,neg,H1N1 INFLUENZA,3,5816,82,1403386,0.35096825557888495,5819,85,1409287,10.2304,10.236,3.5111,29.8408,13.2142,0.0002778357288859541,0.00057275709309124,True,6.9448,2.5176,16.1171,2.0402,0.4076,3,False,None
omeprazole,negative_control,neg,HAEMATEMESIS,113,5706,1146,1402322,5.198459220868425,5819,1259,1409287,23.8727,24.3276,20.0254,29.5541,2225.9857,0.0,0.0,True,21.3777,18.2686,24.8906,4.316,4.05,4,True,Strong
omeprazole,negative_control,neg,HAEMATOCHEZIA,55,5764,5205,1398263,21.718741462881585,5819,5260,1409287,2.571,2.5862,1.9826,3.3734,49.8698,1.642951942339736e-12,5.572209967696276e-12,True,2.5241,2.0121,3.134,1.3207,0.9394,3,False,None
omeprazole,negative_control,neg,HAEMATOCRIT DECREASED,5,5814,1088,1402380,4.513038862914367,5819,1093,1409287,1.2185,1.2187,0.527,2.818,0.0,1.0,1.0,False,1.0982,0.5035,2.151,0.1337,-1.1308,0,False,None
omeprazole,negative_control,neg,HAEMATOCRIT INCREASED,8,5811,229,1403239,0.9785820773199497,5819,237,1409287,8.9313,8.9429,4.5076,17.7424,43.6472,3.9323143942288725e-11,1.256262449964823e-10,True,7.5374,4.0901,12.9687,2.5232,1.5235,4,True,Moderate
omeprazole,negative_control,neg,HAEMATOLOGICAL INFECTION,3,5816,756,1402712,3.133940070404396,5819,759,1409287,1.1157,1.1157,0.3903,3.1897,0.0,1.0,1.0,False,0.9492,0.3441,2.2028,-0.0542,-1.6867,0,False,None
omeprazole,negative_control,neg,HAEMATOMA,10,5809,1269,1402199,5.281039986886986,5819,1279,1409287,1.9945,1.9963,1.087,3.6664,3.3875,0.0656914537692253,0.09715721880036832,False,1.8714,1.0855,3.0524,0.861,-0.0332,1,False,None
omeprazole,negative_control,neg,HAEMATURIA,126,5693,1585,1401883,7.0647845328879075,5819,1711,1409287,19.24,19.6452,16.3608,23.589,1996.1231,0.0,0.0,True,17.6181,15.1835,20.3512,4.0637,3.8118,4,True,Strong
omeprazole,negative_control,neg,HAEMODIALYSIS,5,5814,83,1403385,0.3633553704816691,5819,88,1409287,15.8839,15.8979,6.7058,37.6904,47.2921,6.11572091173136e-12,2.0275766115540024e-11,True,11.1586,5.1156,21.8567,2.6714,1.4068,4,True,Moderate
omeprazole,negative_control,neg,HAEMODYNAMIC INSTABILITY,4,5815,514,1402954,2.138841839880734,5819,518,1409287,2.1091,2.11,0.8339,5.339,0.8702,0.3509132439263378,0.4371965831500535,False,1.8203,0.7586,3.8252,0.77,-0.6438,0,False,None
omeprazole,negative_control,neg,HAEMOGLOBIN ABNORMAL,3,5816,572,1402896,2.3741970230336333,5819,575,1409287,1.4743,1.4745,0.5154,4.2187,0.0067,0.9347808401250352,0.9850694714470435,False,1.2419,0.4502,2.8821,0.2842,-1.3484,0,False,None
omeprazole,negative_control,neg,HAEMOGLOBIN DECREASED,27,5792,7137,1396331,29.580430387848608,5819,7164,1409287,0.9291,0.9288,0.6381,1.3518,0.1477,0.7007654910072512,0.7822819187434311,False,0.9116,0.6578,1.2373,-0.1294,-0.6736,0,False,None
omeprazole,negative_control,neg,HAEMOGLOBIN INCREASED,7,5812,420,1403048,1.7630993544962807,5819,427,1409287,4.3011,4.3053,2.0904,8.8672,12.7832,0.0003497421778147466,0.0007133154207366583,True,3.8064,1.9769,6.7783,1.7286,0.6598,3,False,None
omeprazole,negative_control,neg,HAEMOLYTIC ANAEMIA,11,5808,441,1403027,1.8663253120194823,5819,452,1409287,6.2813,6.2917,3.5016,11.3051,40.1181,2.3906472734243726e-10,7.375454357458586e-10,True,5.6495,3.3642,9.0207,2.2809,1.4283,3,False,None
omeprazole,negative_control,neg,HAEMOPHILUS BACTERAEMIA,3,5816,1,1403467,0.016516153203712233,5819,4,1409287,562.6737,563.0117,83.1264,3813.2529,374.9833,1.5388349975588733e-83,1.5061590055735488e-82,True,28.8297,10.4512,66.9063,2.7605,1.1279,4,True,Strong
omeprazole,negative_control,neg,HAEMOPTYSIS,11,5808,1626,1401842,6.759235698619231,5819,1637,1409287,1.705,1.7064,0.9548,3.0495,2.0813,0.14911776558808182,0.20452663355235828,False,1.6134,0.9608,2.5762,0.6637,-0.1888,0,False,None
omeprazole,negative_control,neg,HAEMORRHAGE,17,5802,7470,1395998,30.91410975904837,5819,7487,1409287,0.5649,0.5636,0.3523,0.9015,5.8759,0.015349183280786228,0.025366997578890403,True,0.5499,0.3635,0.8049,-0.8441,-1.5299,0,False,None
omeprazole,negative_control,neg,HAEMORRHAGE FOETAL,8,5811,1,1403467,0.03716134470835252,5819,9,1409287,1366.4933,1368.4905,241.1616,7765.6073,1504.9303,0.0,0.0,True,63.5085,34.4617,109.2706,3.984,2.9843,4,True,Strong
omeprazole,negative_control,neg,HAEMORRHAGE IN PREGNANCY,4,5815,95,1403373,0.40877479179187776,5819,99,1409287,11.3629,11.3709,4.416,29.2793,23.4749,1.2655099231324996e-06,3.1419409806773887e-06,True,8.1392,3.3921,17.1035,2.3079,0.8941,3,False,None
omeprazole,negative_control,neg,HAEMORRHAGE INTRACRANIAL,8,5811,590,1402878,2.4691649039549786,5819,598,1409287,3.4712,3.4748,1.7647,6.8423,10.297,0.001332456141328617,0.0025408827517255468,True,3.1466,1.7075,5.414,1.5174,0.5177,3,False,None
omeprazole,negative_control,neg,HAEMORRHAGIC STROKE,136,5683,322,1403146,1.8910995418250505,5819,458,1409287,102.0664,104.4937,85.396,127.8623,9481.8806,0.0,0.0,True,68.6856,59.5294,78.9202,5.8351,5.5926,4,True,Strong
omeprazole,negative_control,neg,HALLUCINATION,69,5750,5408,1398060,22.61474277418297,5819,5477,1409287,3.0988,3.1241,2.4624,3.9637,93.8518,3.4005023133283287e-22,1.5495029076797298e-21,True,3.0411,2.485,3.6913,1.5882,1.2478,3,False,None
omeprazole,negative_control,neg,"HALLUCINATIONS, MIXED",6,5813,372,1403096,1.560776477750806,5819,378,1409287,4.2079,4.2115,1.9385,9.1495,9.9861,0.0015773012504349672,0.002980424473983572,True,3.6677,1.8039,6.812,1.6573,0.5029,3,False,None
omeprazole,negative_control,neg,HAND DEFORMITY,14,5805,1680,1401788,6.9945908817721305,5819,1694,1409287,2.0807,2.0834,1.2416,3.4959,6.0828,0.013650137642965635,0.022716860006063763,True,1.9832,1.255,3.0116,0.9521,0.1964,3,False,None
omeprazole,negative_control,neg,HEAD DISCOMFORT,107,5712,1467,1402001,6.499106285660763,5819,1574,1409287,17.6649,17.9785,14.7555,21.9054,1546.8079,0.0,0.0,True,16.247,13.8229,18.9951,3.941,3.6677,4,True,Strong
omeprazole,negative_control,neg,HEAD INJURY,18,5801,2313,1401155,9.624788279463303,5819,2331,1409287,1.9283,1.9313,1.2213,3.0539,6.4811,0.01090270961424614,0.018397776777271543,True,1.8579,1.243,2.692,0.8696,0.2031,2,False,None
omeprazole,negative_control,neg,HEADACHE,462,5357,41803,1361665,174.51380378872437,5819,42265,1409287,2.668,2.8119,2.5559,3.0937,488.5546,2.9397896705644564e-108,3.3982678401901044e-107,True,2.6463,2.4498,2.8549,1.402,1.2704,3,False,None
omeprazole,negative_control,neg,HEART FAILURE WITH REDUCED EJECTION FRACTION,5,5814,83,1403385,0.3633553704816691,5819,88,1409287,15.8839,15.8979,6.7058,37.6904,47.2921,6.11572091173136e-12,2.0275766115540024e-11,True,11.1586,5.1156,21.8567,2.6714,1.4068,4,True,Moderate
omeprazole,negative_control,neg,HEART RATE DECREASED,25,5794,2932,1400536,12.209566255844267,5819,2957,1409287,2.0969,2.1017,1.422,3.1063,12.4493,0.00041815885622378997,0.0008471148371516141,True,2.0366,1.4504,2.796,1.0046,0.439,3,False,None
omeprazole,negative_control,neg,HEART RATE INCREASED,85,5734,7208,1396260,30.113076328668328,5819,7293,1409287,2.8602,2.888,2.3297,3.5799,99.148,2.343161001626597e-23,1.0989387845466554e-22,True,2.8159,2.3482,3.3542,1.4818,1.1751,3,False,None
omeprazole,negative_control,neg,HEART RATE IRREGULAR,7,5812,1159,1402309,4.814458658882115,5819,1166,1409287,1.5598,1.5605,0.7608,3.2011,0.593,0.44124398877263804,0.5322061357753218,False,1.438,0.7469,2.5608,0.497,-0.5718,0,False,None
omeprazole,negative_control,neg,HELICOBACTER GASTRITIS,9,5810,46,1403422,0.22709710655104318,5819,55,1409287,49.2664,49.3453,24.5452,99.2029,302.6343,8.787326138708175e-68,7.562022202213861e-67,True,28.5776,16.0787,47.7737,3.7077,2.7651,4,True,Strong
omeprazole,negative_control,neg,HELICOBACTER INFECTION,12,5807,1548,1401920,6.44129974944777,5819,1560,1409287,1.9466,1.9486,1.1162,3.4019,3.9938,0.04566895584205265,0.06973261890996652,False,1.845,1.1241,2.8914,0.8487,0.0324,2,False,None
omeprazole,negative_control,neg,HEMIPARESIS,41,5778,752,1402716,3.27432737263595,5819,793,1409287,13.2991,13.3874,9.7837,18.3184,425.2109,1.7916356214093597e-94,1.8795608403832187e-93,True,12.2021,9.3766,15.6619,3.4588,3.0172,4,True,Strong
omeprazole,negative_control,neg,HEMIPLEGIA,58,5761,365,1403103,1.7465832012925686,5819,423,1409287,38.5965,38.9783,29.5413,51.4299,1787.6439,0.0,0.0,True,31.6126,25.3536,39.0341,4.7026,4.3313,4,True,Strong
omeprazole,negative_control,neg,HENOCH-SCHONLEIN PURPURA,3,5816,157,1403311,0.6606461281484892,5819,160,1409287,5.3588,5.3614,1.8583,15.4681,5.1429,0.023341650008666445,0.03744717616139113,True,4.0783,1.4784,9.4646,1.5924,-0.0401,2,False,None
omeprazole,negative_control,neg,HEPATIC CIRRHOSIS,3,5816,1449,1402019,5.99536361294754,5819,1452,1409287,0.5823,0.582,0.2038,1.662,1.044,0.30689507730306104,0.38875836398318026,False,0.5028,0.1823,1.167,-0.8921,-2.5246,0,False,None
omeprazole,negative_control,neg,HEPATIC CYTOLYSIS,66,5753,1856,1401612,7.936011614383728,5819,1922,1409287,8.6379,8.7261,6.8233,11.1597,419.8451,2.6373148755310893e-93,2.7510887138672963e-92,True,8.2295,6.6936,10.0314,2.9787,2.6307,4,True,Moderate
omeprazole,negative_control,neg,HEPATIC ENZYME DECREASED,5,5814,49,1403419,0.22296806825011514,5819,54,1409287,26.794,26.8184,11.109,64.7425,82.3865,1.1191737925626098e-19,4.782101228359935e-19,True,16.1701,7.4132,31.673,2.9274,1.6628,4,True,Moderate
